deces_annee,sexe,age,deces_dep,n
2018,2,77,90,12
2018,2,77,91,44
2018,2,77,92,60
2018,2,77,93,38
2018,2,77,94,62
2018,2,77,95,53
2018,2,77,971,30
2018,2,77,972,21
2018,2,77,973,9
2018,2,77,974,44
2018,2,77,976,5
2018,2,77,NA,77
2018,2,78,,6
2018,2,78,01,29
2018,2,78,02,39
2018,2,78,03,26
2018,2,78,04,8
2018,2,78,05,8
2018,2,78,06,103
2018,2,78,07,32
2018,2,78,08,21
2018,2,78,09,6
2018,2,78,10,16
2018,2,78,11,24
2018,2,78,12,29
2018,2,78,13,130
2018,2,78,14,52
2018,2,78,15,14
2018,2,78,16,24
2018,2,78,17,54
2018,2,78,18,24
2018,2,78,19,21
2018,2,78,21,43
2018,2,78,22,46
2018,2,78,23,9
2018,2,78,24,33
2018,2,78,25,31
2018,2,78,26,33
2018,2,78,27,33
2018,2,78,28,25
2018,2,78,29,83
2018,2,78,2A,19
2018,2,78,2B,14
2018,2,78,30,51
2018,2,78,31,69
2018,2,78,32,14
2018,2,78,33,106
2018,2,78,34,87
2018,2,78,35,58
2018,2,78,36,18
2018,2,78,37,37
2018,2,78,38,65
2018,2,78,39,17
2018,2,78,40,18
2018,2,78,41,33
2018,2,78,42,62
2018,2,78,43,12
2018,2,78,44,96
2018,2,78,45,35
2018,2,78,46,11
2018,2,78,47,19
2018,2,78,48,7
2018,2,78,49,48
2018,2,78,50,34
2018,2,78,51,49
2018,2,78,52,12
2018,2,78,53,22
2018,2,78,54,48
2018,2,78,55,12
2018,2,78,56,47
2018,2,78,57,81
2018,2,78,58,17
2018,2,78,59,208
2018,2,78,60,48
2018,2,78,61,19
2018,2,78,62,111
2018,2,78,63,44
2018,2,78,64,47
2018,2,78,65,19
2018,2,78,66,47
2018,2,78,67,79
2018,2,78,68,59
2018,2,78,69,96
2018,2,78,70,17
2018,2,78,71,50
2018,2,78,72,36
2018,2,78,73,26
2018,2,78,74,42
2018,2,78,75,171
2018,2,78,76,90
2018,2,78,77,60
2018,2,78,78,63
2018,2,78,79,21
2018,2,78,80,42
2018,2,78,81,24
2018,2,78,82,6
2018,2,78,83,70
2018,2,78,84,45
2018,2,78,85,40
2018,2,78,86,23
2018,2,78,87,23
2018,2,78,88,27
2018,2,78,89,33
2018,2,78,90,18
2018,2,78,91,62
2018,2,78,92,76
2018,2,78,93,59
2018,2,78,94,78
2018,2,78,95,44
2018,2,78,971,26
2018,2,78,972,36
2018,2,78,973,7
2018,2,78,974,49
2018,2,78,976,7
2018,2,78,NA,81
2018,2,79,,6
2018,2,79,01,25
2018,2,79,02,50
2018,2,79,03,36
2018,2,79,04,19
2018,2,79,05,10
2018,2,79,06,97
2018,2,79,07,26
2018,2,79,08,22
2018,2,79,09,13
2018,2,79,10,25
2018,2,79,11,42
2018,2,79,12,25
2018,2,79,13,165
2018,2,79,14,74
2018,2,79,15,15
2018,2,79,16,49
2018,2,79,17,53
2018,2,79,18,39
2018,2,79,19,33
2018,2,79,21,59
2018,2,79,22,47
2018,2,79,23,16
2018,2,79,24,43
2018,2,79,25,42
2018,2,79,26,38
2018,2,79,27,33
2018,2,79,28,27
2018,2,79,29,91
2018,2,79,2A,8
2018,2,79,2B,19
2018,2,79,30,60
2018,2,79,31,81
2018,2,79,32,13
2018,2,79,33,106
2018,2,79,34,78
2018,2,79,35,79
2018,2,79,36,23
2018,2,79,37,45
2018,2,79,38,86
2018,2,79,39,20
2018,2,79,40,30
2018,2,79,41,33
2018,2,79,42,66
2018,2,79,43,19
2018,2,79,44,98
2018,2,79,45,52
2018,2,79,46,13
2018,2,79,47,27
2018,2,79,48,7
2018,2,79,49,60
2018,2,79,50,41
2018,2,79,51,53
2018,2,79,52,17
2018,2,79,53,27
2018,2,79,54,62
2018,2,79,55,17
2018,2,79,56,81
2018,2,79,57,123
2018,2,79,58,40
2018,2,79,59,232
2018,2,79,60,60
2018,2,79,61,29
2018,2,79,62,127
2018,2,79,63,50
2018,2,79,64,83
2018,2,79,65,21
2018,2,79,66,52
2018,2,79,67,98
2018,2,79,68,67
2018,2,79,69,114
2018,2,79,70,21
2018,2,79,71,58
2018,2,79,72,51
2018,2,79,73,26
2018,2,79,74,42
2018,2,79,75,159
2018,2,79,76,123
2018,2,79,77,69
2018,2,79,78,72
2018,2,79,79,22
2018,2,79,80,63
2018,2,79,81,31
2018,2,79,82,27
2018,2,79,83,80
2018,2,79,84,44
2018,2,79,85,44
2018,2,79,86,24
2018,2,79,87,33
2018,2,79,88,40
2018,2,79,89,47
2018,2,79,90,21
2018,2,79,91,61
2018,2,79,92,91
2018,2,79,93,83
2018,2,79,94,72
2018,2,79,95,62
2018,2,79,971,39
2018,2,79,972,35
2018,2,79,973,9
2018,2,79,974,59
2018,2,79,976,3
2018,2,79,NA,70
2018,2,80,,5
2018,2,80,01,40
2018,2,80,02,58
2018,2,80,03,55
2018,2,80,04,23
2018,2,80,05,16
2018,2,80,06,115
2018,2,80,07,29
2018,2,80,08,29
2018,2,80,09,19
2018,2,80,10,30
2018,2,80,11,35
2018,2,80,12,25
2018,2,80,13,209
2018,2,80,14,68
2018,2,80,15,17
2018,2,80,16,25
2018,2,80,17,73
2018,2,80,18,24
2018,2,80,19,32
2018,2,80,21,50
2018,2,80,22,83
2018,2,80,23,21
2018,2,80,24,43
2018,2,80,25,44
2018,2,80,26,53
2018,2,80,27,41
2018,2,80,28,40
2018,2,80,29,109
2018,2,80,2A,11
2018,2,80,2B,20
2018,2,80,30,64
2018,2,80,31,90
2018,2,80,32,23
2018,2,80,33,139
2018,2,80,34,101
2018,2,80,35,83
2018,2,80,36,24
2018,2,80,37,58
2018,2,80,38,93
2018,2,80,39,26
2018,2,80,40,34
2018,2,80,41,43
2018,2,80,42,80
2018,2,80,43,17
2018,2,80,44,118
2018,2,80,45,72
2018,2,80,46,20
2018,2,80,47,31
2018,2,80,48,6
2018,2,80,49,70
2018,2,80,50,43
2018,2,80,51,59
2018,2,80,52,24
2018,2,80,53,21
2018,2,80,54,79
2018,2,80,55,11
2018,2,80,56,89
2018,2,80,57,125
2018,2,80,58,30
2018,2,80,59,229
2018,2,80,60,58
2018,2,80,61,26
2018,2,80,62,137
2018,2,80,63,57
2018,2,80,64,63
2018,2,80,65,31
2018,2,80,66,63
2018,2,80,67,98
2018,2,80,68,99
2018,2,80,69,138
2018,2,80,70,22
2018,2,80,71,45
2018,2,80,72,45
2018,2,80,73,34
2018,2,80,74,69
2018,2,80,75,170
2018,2,80,76,134
2018,2,80,77,88
2018,2,80,78,80
2018,2,80,79,38
2018,2,80,80,52
2018,2,80,81,31
2018,2,80,82,12
2018,2,80,83,98
2018,2,80,84,46
2018,2,80,85,59
2018,2,80,86,41
2018,2,80,87,43
2018,2,80,88,63
2018,2,80,89,38
2018,2,80,90,27
2018,2,80,91,74
2018,2,80,92,94
2018,2,80,93,89
2018,2,80,94,82
2018,2,80,95,66
2018,2,80,971,33
2018,2,80,972,45
2018,2,80,973,5
2018,2,80,974,59
2018,2,80,976,6
2018,2,80,NA,97
2018,2,81,,11
2018,2,81,01,50
2018,2,81,02,64
2018,2,81,03,36
2018,2,81,04,17
2018,2,81,05,17
2018,2,81,06,128
2018,2,81,07,38
2018,2,81,08,38
2018,2,81,09,16
2018,2,81,10,34
2018,2,81,11,45
2018,2,81,12,28
2018,2,81,13,182
2018,2,81,14,78
2018,2,81,15,23
2018,2,81,16,54
2018,2,81,17,52
2018,2,81,18,32
2018,2,81,19,33
2018,2,81,21,69
2018,2,81,22,65
2018,2,81,23,12
2018,2,81,24,36
2018,2,81,25,44
2018,2,81,26,64
2018,2,81,27,44
2018,2,81,28,46
2018,2,81,29,125
2018,2,81,2A,17
2018,2,81,2B,14
2018,2,81,30,68
2018,2,81,31,102
2018,2,81,32,22
2018,2,81,33,145
2018,2,81,34,115
2018,2,81,35,102
2018,2,81,36,31
2018,2,81,37,65
2018,2,81,38,107
2018,2,81,39,26
2018,2,81,40,42
2018,2,81,41,45
2018,2,81,42,81
2018,2,81,43,13
2018,2,81,44,130
2018,2,81,45,66
2018,2,81,46,17
2018,2,81,47,40
2018,2,81,48,11
2018,2,81,49,75
2018,2,81,50,60
2018,2,81,51,58
2018,2,81,52,19
2018,2,81,53,24
2018,2,81,54,65
2018,2,81,55,29
2018,2,81,56,98
2018,2,81,57,155
2018,2,81,58,40
2018,2,81,59,267
2018,2,81,60,69
2018,2,81,61,31
2018,2,81,62,193
2018,2,81,63,84
2018,2,81,64,77
2018,2,81,65,27
2018,2,81,66,61
2018,2,81,67,100
2018,2,81,68,78
2018,2,81,69,140
2018,2,81,70,16
2018,2,81,71,70
2018,2,81,72,63
2018,2,81,73,42
2018,2,81,74,71
2018,2,81,75,166
2018,2,81,76,156
2018,2,81,77,94
2018,2,81,78,94
2018,2,81,79,43
2018,2,81,80,70
2018,2,81,81,40
2018,2,81,82,29
2018,2,81,83,90
2018,2,81,84,72
2018,2,81,85,57
2018,2,81,86,33
2018,2,81,87,46
2018,2,81,88,47
2018,2,81,89,35
2018,2,81,90,21
2018,2,81,91,99
2018,2,81,92,105
2018,2,81,93,93
2018,2,81,94,111
2018,2,81,95,90
2018,2,81,971,32
2018,2,81,972,46
2018,2,81,973,5
2018,2,81,974,74
2018,2,81,976,2
2018,2,81,NA,79
2018,2,82,,8
2018,2,82,01,53
2018,2,82,02,76
2018,2,82,03,66
2018,2,82,04,28
2018,2,82,05,17
2018,2,82,06,139
2018,2,82,07,46
2018,2,82,08,29
2018,2,82,09,20
2018,2,82,10,31
2018,2,82,11,56
2018,2,82,12,36
2018,2,82,13,207
2018,2,82,14,71
2018,2,82,15,22
2018,2,82,16,44
2018,2,82,17,88
2018,2,82,18,51
2018,2,82,19,50
2018,2,82,21,63
2018,2,82,22,81
2018,2,82,23,24
2018,2,82,24,62
2018,2,82,25,56
2018,2,82,26,53
2018,2,82,27,67
2018,2,82,28,48
2018,2,82,29,135
2018,2,82,2A,26
2018,2,82,2B,18
2018,2,82,30,89
2018,2,82,31,108
2018,2,82,32,26
2018,2,82,33,162
2018,2,82,34,125
2018,2,82,35,123
2018,2,82,36,45
2018,2,82,37,66
2018,2,82,38,112
2018,2,82,39,32
2018,2,82,40,48
2018,2,82,41,36
2018,2,82,42,89
2018,2,82,43,27
2018,2,82,44,155
2018,2,82,45,75
2018,2,82,46,18
2018,2,82,47,51
2018,2,82,48,7
2018,2,82,49,84
2018,2,82,50,72
2018,2,82,51,57
2018,2,82,52,36
2018,2,82,53,26
2018,2,82,54,101
2018,2,82,55,26
2018,2,82,56,104
2018,2,82,57,152
2018,2,82,58,39
2018,2,82,59,327
2018,2,82,60,74
2018,2,82,61,39
2018,2,82,62,213
2018,2,82,63,78
2018,2,82,64,78
2018,2,82,65,27
2018,2,82,66,65
2018,2,82,67,112
2018,2,82,68,107
2018,2,82,69,149
2018,2,82,70,35
2018,2,82,71,73
2018,2,82,72,65
2018,2,82,73,50
2018,2,82,74,70
2018,2,82,75,192
2018,2,82,76,168
2018,2,82,77,106
2018,2,82,78,102
2018,2,82,79,46
2018,2,82,80,78
2018,2,82,81,47
2018,2,82,82,34
2018,2,82,83,130
2018,2,82,84,68
2018,2,82,85,64
2018,2,82,86,55
2018,2,82,87,39
2018,2,82,88,45
2018,2,82,89,50
2018,2,82,90,23
2018,2,82,91,103
2018,2,82,92,117
2018,2,82,93,112
2018,2,82,94,128
2018,2,82,95,99
2018,2,82,971,40
2018,2,82,972,32
2018,2,82,973,8
2018,2,82,974,74
2018,2,82,976,9
2018,2,82,NA,83
2018,2,83,,9
2018,2,83,01,69
2018,2,83,02,85
2018,2,83,03,56
2018,2,83,04,29
2018,2,83,05,19
2018,2,83,06,156
2018,2,83,07,37
2018,2,83,08,34
2018,2,83,09,29
2018,2,83,10,44
2018,2,83,11,61
2018,2,83,12,46
2018,2,83,13,240
2018,2,83,14,100
2018,2,83,15,24
2018,2,83,16,59
2018,2,83,17,94
2018,2,83,18,52
2018,2,83,19,31
2018,2,83,21,58
2018,2,83,22,96
2018,2,83,23,16
2018,2,83,24,80
2018,2,83,25,54
2018,2,83,26,69
2018,2,83,27,65
2018,2,83,28,53
2018,2,83,29,150
2018,2,83,2A,20
2018,2,83,2B,21
2018,2,83,30,90
2018,2,83,31,129
2018,2,83,32,24
2018,2,83,33,163
2018,2,83,34,137
2018,2,83,35,122
2018,2,83,36,44
2018,2,83,37,80
2018,2,83,38,118
2018,2,83,39,36
2018,2,83,40,69
2018,2,83,41,49
2018,2,83,42,114
2018,2,83,43,33
2018,2,83,44,132
2018,2,83,45,76
2018,2,83,46,25
2018,2,83,47,43
2018,2,83,48,14
2018,2,83,49,98
2018,2,83,50,64
2018,2,83,51,64
2018,2,83,52,27
2018,2,83,53,30
2018,2,83,54,95
2018,2,83,55,36
2018,2,83,56,127
2018,2,83,57,183
2018,2,83,58,30
2018,2,83,59,325
2018,2,83,60,85
2018,2,83,61,33
2018,2,83,62,211
2018,2,83,63,78
2018,2,83,64,102
2018,2,83,65,45
2018,2,83,66,73
2018,2,83,67,160
2018,2,83,68,109
2018,2,83,69,178
2018,2,83,70,33
2018,2,83,71,79
2018,2,83,72,78
2018,2,83,73,47
2018,2,83,74,97
2018,2,83,75,185
2018,2,83,76,183
2018,2,83,77,103
2018,2,83,78,127
2018,2,83,79,59
2018,2,83,80,93
2018,2,83,81,55
2018,2,83,82,26
2018,2,83,83,136
2018,2,83,84,92
2018,2,83,85,81
2018,2,83,86,53
2018,2,83,87,77
2018,2,83,88,67
2018,2,83,89,44
2018,2,83,90,28
2018,2,83,91,106
2018,2,83,92,132
2018,2,83,93,84
2018,2,83,94,134
2018,2,83,95,106
2018,2,83,971,49
2018,2,83,972,49
2018,2,83,973,1
2018,2,83,974,76
2018,2,83,976,10
2018,2,83,NA,102
2018,2,84,,15
2018,2,84,01,65
2018,2,84,02,90
2018,2,84,03,71
2018,2,84,04,33
2018,2,84,05,17
2018,2,84,06,178
2018,2,84,07,63
2018,2,84,08,52
2018,2,84,09,9
2018,2,84,10,50
2018,2,84,11,60
2018,2,84,12,57
2018,2,84,13,280
2018,2,84,14,127
2018,2,84,15,32
2018,2,84,16,54
2018,2,84,17,114
2018,2,84,18,53
2018,2,84,19,57
2018,2,84,21,74
2018,2,84,22,116
2018,2,84,23,18
2018,2,84,24,80
2018,2,84,25,62
2018,2,84,26,61
2018,2,84,27,78
2018,2,84,28,58
2018,2,84,29,191
2018,2,84,2A,28
2018,2,84,2B,30
2018,2,84,30,92
2018,2,84,31,157
2018,2,84,32,27
2018,2,84,33,185
2018,2,84,34,160
2018,2,84,35,144
2018,2,84,36,48
2018,2,84,37,87
2018,2,84,38,152
2018,2,84,39,27
2018,2,84,40,68
2018,2,84,41,48
2018,2,84,42,147
2018,2,84,43,42
2018,2,84,44,183
2018,2,84,45,107
2018,2,84,46,25
2018,2,84,47,53
2018,2,84,48,11
2018,2,84,49,115
2018,2,84,50,81
2018,2,84,51,87
2018,2,84,52,26
2018,2,84,53,34
2018,2,84,54,114
2018,2,84,55,32
2018,2,84,56,144
2018,2,84,57,170
2018,2,84,58,43
2018,2,84,59,393
2018,2,84,60,91
2018,2,84,61,53
2018,2,84,62,244
2018,2,84,63,92
2018,2,84,64,107
2018,2,84,65,57
2018,2,84,66,88
2018,2,84,67,166
2018,2,84,68,140
2018,2,84,69,219
2018,2,84,70,37
2018,2,84,71,95
2018,2,84,72,90
2018,2,84,73,61
2018,2,84,74,72
2018,2,84,75,243
2018,2,84,76,203
2018,2,84,77,147
2018,2,84,78,130
2018,2,84,79,70
2018,2,84,80,78
2018,2,84,81,64
2018,2,84,82,46
2018,2,84,83,153
2018,2,84,84,93
2018,2,84,85,96
2018,2,84,86,74
2018,2,84,87,70
2018,2,84,88,71
2018,2,84,89,66
2018,2,84,90,39
2018,2,84,91,143
2018,2,84,92,150
2018,2,84,93,110
2018,2,84,94,134
2018,2,84,95,96
2018,2,84,971,50
2018,2,84,972,50
2018,2,84,973,4
2018,2,84,974,78
2018,2,84,976,4
2018,2,84,NA,95
2018,2,85,,16
2018,2,85,01,78
2018,2,85,02,120
2018,2,85,03,76
2018,2,85,04,28
2018,2,85,05,23
2018,2,85,06,190
2018,2,85,07,52
2018,2,85,08,45
2018,2,85,09,35
2018,2,85,10,61
2018,2,85,11,73
2018,2,85,12,48
2018,2,85,13,351
2018,2,85,14,133
2018,2,85,15,37
2018,2,85,16,64
2018,2,85,17,139
2018,2,85,18,53
2018,2,85,19,66
2018,2,85,21,85
2018,2,85,22,121
2018,2,85,23,35
2018,2,85,24,84
2018,2,85,25,75
2018,2,85,26,80
2018,2,85,27,67
2018,2,85,28,64
2018,2,85,29,190
2018,2,85,2A,34
2018,2,85,2B,30
2018,2,85,30,127
2018,2,85,31,149
2018,2,85,32,32
2018,2,85,33,231
2018,2,85,34,164
2018,2,85,35,162
2018,2,85,36,46
2018,2,85,37,102
2018,2,85,38,127
2018,2,85,39,46
2018,2,85,40,70
2018,2,85,41,57
2018,2,85,42,153
2018,2,85,43,41
2018,2,85,44,194
2018,2,85,45,96
2018,2,85,46,34
2018,2,85,47,72
2018,2,85,48,14
2018,2,85,49,123
2018,2,85,50,105
2018,2,85,51,83
2018,2,85,52,38
2018,2,85,53,48
2018,2,85,54,144
2018,2,85,55,30
2018,2,85,56,159
2018,2,85,57,187
2018,2,85,58,50
2018,2,85,59,402
2018,2,85,60,101
2018,2,85,61,39
2018,2,85,62,249
2018,2,85,63,109
2018,2,85,64,147
2018,2,85,65,63
2018,2,85,66,103
2018,2,85,67,162
2018,2,85,68,144
2018,2,85,69,226
2018,2,85,70,42
2018,2,85,71,105
2018,2,85,72,76
2018,2,85,73,58
2018,2,85,74,103
2018,2,85,75,230
2018,2,85,76,209
2018,2,85,77,148
2018,2,85,78,132
2018,2,85,79,58
2018,2,85,80,106
2018,2,85,81,78
2018,2,85,82,40
2018,2,85,83,145
2018,2,85,84,112
2018,2,85,85,88
2018,2,85,86,72
2018,2,85,87,71
2018,2,85,88,81
2018,2,85,89,71
2018,2,85,90,40
2018,2,85,91,146
2018,2,85,92,167
2018,2,85,93,138
2018,2,85,94,176
2018,2,85,95,118
2018,2,85,971,47
2018,2,85,972,51
2018,2,85,973,4
2018,2,85,974,66
2018,2,85,976,4
2018,2,85,NA,101
2018,2,86,,10
2018,2,86,01,86
2018,2,86,02,123
2018,2,86,03,92
2018,2,86,04,41
2018,2,86,05,25
2018,2,86,06,216
2018,2,86,07,77
2018,2,86,08,54
2018,2,86,09,41
2018,2,86,10,58
2018,2,86,11,83
2018,2,86,12,81
2018,2,86,13,363
2018,2,86,14,111
2018,2,86,15,58
2018,2,86,16,88
2018,2,86,17,145
2018,2,86,18,77
2018,2,86,19,70
2018,2,86,21,101
2018,2,86,22,153
2018,2,86,23,35
2018,2,86,24,98
2018,2,86,25,79
2018,2,86,26,85
2018,2,86,27,112
2018,2,86,28,69
2018,2,86,29,219
2018,2,86,2A,30
2018,2,86,2B,31
2018,2,86,30,116
2018,2,86,31,185
2018,2,86,32,45
2018,2,86,33,234
2018,2,86,34,232
2018,2,86,35,169
2018,2,86,36,69
2018,2,86,37,119
2018,2,86,38,174
2018,2,86,39,60
2018,2,86,40,86
2018,2,86,41,70
2018,2,86,42,173
2018,2,86,43,54
2018,2,86,44,197
2018,2,86,45,103
2018,2,86,46,39
2018,2,86,47,91
2018,2,86,48,13
2018,2,86,49,131
2018,2,86,50,111
2018,2,86,51,77
2018,2,86,52,42
2018,2,86,53,59
2018,2,86,54,141
2018,2,86,55,36
2018,2,86,56,184
2018,2,86,57,217
2018,2,86,58,59
2018,2,86,59,490
2018,2,86,60,124
2018,2,86,61,51
2018,2,86,62,321
2018,2,86,63,123
2018,2,86,64,155
2018,2,86,65,54
2018,2,86,66,121
2018,2,86,67,186
2018,2,86,68,143
2018,2,86,69,237
2018,2,86,70,44
2018,2,86,71,134
2018,2,86,72,93
2018,2,86,73,74
2018,2,86,74,112
2018,2,86,75,262
2018,2,86,76,234
2018,2,86,77,152
2018,2,86,78,159
2018,2,86,79,74
2018,2,86,80,116
2018,2,86,81,74
2018,2,86,82,52
2018,2,86,83,228
2018,2,86,84,112
2018,2,86,85,127
2018,2,86,86,100
2018,2,86,87,68
2018,2,86,88,94
2018,2,86,89,61
2018,2,86,90,33
2018,2,86,91,168
2018,2,86,92,162
2018,2,86,93,140
2018,2,86,94,175
2018,2,86,95,133
2018,2,86,971,54
2018,2,86,972,53
2018,2,86,973,6
2018,2,86,974,61
2018,2,86,976,1
2018,2,86,NA,114
2018,2,87,,18
2018,2,87,01,105
2018,2,87,02,134
2018,2,87,03,94
2018,2,87,04,47
2018,2,87,05,27
2018,2,87,06,241
2018,2,87,07,73
2018,2,87,08,66
2018,2,87,09,38
2018,2,87,10,46
2018,2,87,11,94
2018,2,87,12,73
2018,2,87,13,411
2018,2,87,14,158
2018,2,87,15,53
2018,2,87,16,111
2018,2,87,17,143
2018,2,87,18,82
2018,2,87,19,65
2018,2,87,21,109
2018,2,87,22,160
2018,2,87,23,41
2018,2,87,24,120
2018,2,87,25,84
2018,2,87,26,73
2018,2,87,27,108
2018,2,87,28,77
2018,2,87,29,237
2018,2,87,2A,17
2018,2,87,2B,36
2018,2,87,30,150
2018,2,87,31,211
2018,2,87,32,50
2018,2,87,33,294
2018,2,87,34,206
2018,2,87,35,191
2018,2,87,36,69
2018,2,87,37,106
2018,2,87,38,203
2018,2,87,39,43
2018,2,87,40,100
2018,2,87,41,72
2018,2,87,42,204
2018,2,87,43,59
2018,2,87,44,262
2018,2,87,45,138
2018,2,87,46,59
2018,2,87,47,82
2018,2,87,48,17
2018,2,87,49,145
2018,2,87,50,130
2018,2,87,51,114
2018,2,87,52,47
2018,2,87,53,53
2018,2,87,54,153
2018,2,87,55,36
2018,2,87,56,164
2018,2,87,57,278
2018,2,87,58,68
2018,2,87,59,513
2018,2,87,60,124
2018,2,87,61,69
2018,2,87,62,358
2018,2,87,63,120
2018,2,87,64,185
2018,2,87,65,73
2018,2,87,66,125
2018,2,87,67,229
2018,2,87,68,157
2018,2,87,69,277
2018,2,87,70,42
2018,2,87,71,148
2018,2,87,72,116
2018,2,87,73,80
2018,2,87,74,115
2018,2,87,75,262
2018,2,87,76,246
2018,2,87,77,167
2018,2,87,78,184
2018,2,87,79,77
2018,2,87,80,125
2018,2,87,81,86
2018,2,87,82,52
2018,2,87,83,245
2018,2,87,84,108
2018,2,87,85,119
2018,2,87,86,87
2018,2,87,87,93
2018,2,87,88,100
2018,2,87,89,83
2018,2,87,90,37
2018,2,87,91,168
2018,2,87,92,192
2018,2,87,93,168
2018,2,87,94,184
2018,2,87,95,156
2018,2,87,971,44
2018,2,87,972,46
2018,2,87,973,7
2018,2,87,974,82
2018,2,87,976,5
2018,2,87,NA,112
2018,2,88,,12
2018,2,88,01,116
2018,2,88,02,147
2018,2,88,03,97
2018,2,88,04,36
2018,2,88,05,27
2018,2,88,06,302
2018,2,88,07,100
2018,2,88,08,78
2018,2,88,09,44
2018,2,88,10,81
2018,2,88,11,99
2018,2,88,12,75
2018,2,88,13,401
2018,2,88,14,164
2018,2,88,15,47
2018,2,88,16,105
2018,2,88,17,194
2018,2,88,18,82
2018,2,88,19,82
2018,2,88,21,107
2018,2,88,22,163
2018,2,88,23,44
2018,2,88,24,110
2018,2,88,25,88
2018,2,88,26,92
2018,2,88,27,117
2018,2,88,28,68
2018,2,88,29,277
2018,2,88,2A,33
2018,2,88,2B,31
2018,2,88,30,166
2018,2,88,31,208
2018,2,88,32,56
2018,2,88,33,316
2018,2,88,34,239
2018,2,88,35,203
2018,2,88,36,69
2018,2,88,37,110
2018,2,88,38,198
2018,2,88,39,52
2018,2,88,40,86
2018,2,88,41,88
2018,2,88,42,213
2018,2,88,43,51
2018,2,88,44,292
2018,2,88,45,130
2018,2,88,46,52
2018,2,88,47,86
2018,2,88,48,25
2018,2,88,49,175
2018,2,88,50,123
2018,2,88,51,96
2018,2,88,52,40
2018,2,88,53,67
2018,2,88,54,155
2018,2,88,55,50
2018,2,88,56,176
2018,2,88,57,233
2018,2,88,58,74
2018,2,88,59,539
2018,2,88,60,140
2018,2,88,61,78
2018,2,88,62,347
2018,2,88,63,160
2018,2,88,64,189
2018,2,88,65,81
2018,2,88,66,144
2018,2,88,67,231
2018,2,88,68,175
2018,2,88,69,290
2018,2,88,70,58
2018,2,88,71,145
2018,2,88,72,120
2018,2,88,73,87
2018,2,88,74,117
2018,2,88,75,259
2018,2,88,76,300
2018,2,88,77,181
2018,2,88,78,190
2018,2,88,79,81
2018,2,88,80,143
2018,2,88,81,89
2018,2,88,82,66
2018,2,88,83,251
2018,2,88,84,147
2018,2,88,85,147
2018,2,88,86,97
2018,2,88,87,120
2018,2,88,88,112
2018,2,88,89,105
2018,2,88,90,54
2018,2,88,91,172
2018,2,88,92,213
2018,2,88,93,169
2018,2,88,94,190
2018,2,88,95,181
2018,2,88,971,58
2018,2,88,972,67
2018,2,88,973,5
2018,2,88,974,77
2018,2,88,976,7
2018,2,88,NA,101
2018,2,89,,18
2018,2,89,01,114
2018,2,89,02,146
2018,2,89,03,108
2018,2,89,04,52
2018,2,89,05,24
2018,2,89,06,291
2018,2,89,07,81
2018,2,89,08,68
2018,2,89,09,42
2018,2,89,10,87
2018,2,89,11,98
2018,2,89,12,85
2018,2,89,13,408
2018,2,89,14,162
2018,2,89,15,60
2018,2,89,16,107
2018,2,89,17,173
2018,2,89,18,66
2018,2,89,19,82
2018,2,89,21,126
2018,2,89,22,180
2018,2,89,23,52
2018,2,89,24,116
2018,2,89,25,124
2018,2,89,26,99
2018,2,89,27,104
2018,2,89,28,94
2018,2,89,29,266
2018,2,89,2A,38
2018,2,89,2B,46
2018,2,89,30,187
2018,2,89,31,228
2018,2,89,32,62
2018,2,89,33,302
2018,2,89,34,269
2018,2,89,35,205
2018,2,89,36,73
2018,2,89,37,123
2018,2,89,38,214
2018,2,89,39,64
2018,2,89,40,115
2018,2,89,41,82
2018,2,89,42,197
2018,2,89,43,62
2018,2,89,44,288
2018,2,89,45,160
2018,2,89,46,48
2018,2,89,47,95
2018,2,89,48,27
2018,2,89,49,156
2018,2,89,50,128
2018,2,89,51,121
2018,2,89,52,55
2018,2,89,53,66
2018,2,89,54,147
2018,2,89,55,53
2018,2,89,56,168
2018,2,89,57,242
2018,2,89,58,85
2018,2,89,59,510
2018,2,89,60,115
2018,2,89,61,71
2018,2,89,62,361
2018,2,89,63,150
2018,2,89,64,183
2018,2,89,65,89
2018,2,89,66,130
2018,2,89,67,215
2018,2,89,68,184
2018,2,89,69,283
2018,2,89,70,48
2018,2,89,71,149
2018,2,89,72,147
2018,2,89,73,84
2018,2,89,74,117
2018,2,89,75,274
2018,2,89,76,255
2018,2,89,77,177
2018,2,89,78,193
2018,2,89,79,98
2018,2,89,80,115
2018,2,89,81,125
2018,2,89,82,67
2018,2,89,83,279
2018,2,89,84,136
2018,2,89,85,131
2018,2,89,86,104
2018,2,89,87,114
2018,2,89,88,105
2018,2,89,89,101
2018,2,89,90,57
2018,2,89,91,146
2018,2,89,92,195
2018,2,89,93,166
2018,2,89,94,200
2018,2,89,95,161
2018,2,89,971,35
2018,2,89,972,62
2018,2,89,973,8
2018,2,89,974,70
2018,2,89,976,3
2018,2,89,NA,105
2018,2,90,,15
2018,2,90,01,127
2018,2,90,02,149
2018,2,90,03,102
2018,2,90,04,27
2018,2,90,05,32
2018,2,90,06,283
2018,2,90,07,99
2018,2,90,08,69
2018,2,90,09,47
2018,2,90,10,79
2018,2,90,11,104
2018,2,90,12,91
2018,2,90,13,449
2018,2,90,14,166
2018,2,90,15,61
2018,2,90,16,98
2018,2,90,17,194
2018,2,90,18,100
2018,2,90,19,91
