deces_annee,sexe,age,deces_dep,n
2010,1,49,31,1
2010,1,50,NA,1
2010,1,52,NA,1
2010,1,54,NA,1
2010,1,55,NA,3
2010,1,57,NA,1
2010,1,60,NA,2
2010,1,61,974,1
2010,1,63,56,1
2010,1,63,NA,1
2010,1,64,NA,1
2010,1,65,NA,1
2010,1,66,NA,3
2010,1,69,83,1
2010,1,69,NA,2
2010,1,70,NA,1
2010,1,71,NA,1
2010,1,73,NA,3
2010,1,74,NA,3
2010,1,75,NA,1
2010,1,76,NA,1
2010,1,77,NA,1
2010,1,78,NA,1
2010,1,80,74,1
2010,1,81,NA,1
2010,1,82,NA,2
2010,1,83,NA,3
2010,1,84,11,1
2010,1,84,NA,2
2010,1,87,NA,1
2010,1,88,,1
2010,1,89,39,1
2010,1,90,976,1
2010,1,95,NA,1
2010,1,96,976,1
2010,2,0,NA,1
2010,2,23,NA,1
2010,2,26,NA,1
2010,2,27,NA,1
2010,2,28,NA,1
2010,2,32,NA,1
2010,2,35,NA,1
2010,2,38,NA,1
2010,2,39,NA,1
2010,2,48,NA,1
2010,2,50,NA,1
2010,2,55,NA,1
2010,2,56,NA,1
2010,2,61,NA,1
2010,2,63,976,1
2010,2,64,NA,1
2010,2,66,NA,3
2010,2,74,NA,1
2010,2,75,NA,1
2010,2,81,NA,1
2010,2,83,NA,1
2010,2,85,NA,1
2010,2,86,60,1
2010,2,86,971,1
2010,2,88,NA,1
2010,2,89,09,1
2010,2,90,84,1
2010,2,90,972,1
2010,2,92,24,1
2010,2,93,27,1
2010,2,96,974,2
2011,1,18,NA,1
2011,1,22,NA,1
2011,1,25,NA,1
2011,1,28,NA,1
2011,1,29,NA,1
2011,1,31,NA,1
2011,1,33,34,1
2011,1,36,NA,1
2011,1,38,NA,2
2011,1,39,NA,4
2011,1,43,75,1
2011,1,45,NA,1
2011,1,47,NA,1
2011,1,48,NA,3
2011,1,50,NA,1
2011,1,51,NA,1
2011,1,52,NA,1
2011,1,53,NA,1
2011,1,54,NA,1
2011,1,55,NA,1
2011,1,56,NA,3
2011,1,59,NA,1
2011,1,60,80,1
2011,1,60,NA,1
2011,1,61,NA,1
2011,1,65,NA,2
2011,1,66,NA,1
2011,1,67,NA,1
2011,1,68,NA,2
2011,1,69,NA,2
2011,1,70,NA,1
2011,1,71,NA,3
2011,1,72,33,1
2011,1,74,NA,1
2011,1,75,34,1
2011,1,75,NA,1
2011,1,78,NA,1
2011,1,79,06,1
2011,1,79,NA,1
2011,1,80,78,1
2011,1,80,NA,3
2011,1,81,NA,2
2011,1,82,NA,1
2011,1,84,92,1
2011,1,84,NA,1
2011,1,85,NA,2
2011,1,86,13,1
2011,1,88,NA,1
2011,1,89,NA,1
2011,1,90,29,1
2011,1,90,NA,1
2011,1,105,972,1
2011,2,10,NA,1
2011,2,33,NA,1
2011,2,34,NA,1
2011,2,37,NA,1
2011,2,41,NA,1
2011,2,42,87,1
2011,2,42,NA,1
2011,2,46,NA,1
2011,2,47,NA,1
2011,2,48,NA,1
2011,2,50,NA,1
2011,2,53,NA,1
2011,2,57,NA,1
2011,2,58,42,2
2011,2,60,NA,1
2011,2,61,65,1
2011,2,68,NA,1
2011,2,70,NA,1
2011,2,72,29,1
2011,2,72,NA,1
2011,2,73,NA,1
2011,2,74,NA,1
2011,2,77,NA,3
2011,2,78,NA,1
2011,2,79,NA,1
2011,2,80,NA,1
2011,2,82,NA,2
2011,2,83,NA,1
2011,2,84,NA,2
2011,2,85,NA,2
2011,2,86,NA,1
2011,2,87,69,1
2011,2,88,69,1
2011,2,88,NA,1
2011,2,94,974,1
2011,2,95,NA,1
2011,2,100,42,1
2012,1,0,93,1
2012,1,0,NA,1
2012,1,20,NA,1
2012,1,21,NA,1
2012,1,23,80,1
2012,1,25,NA,1
2012,1,26,45,1
2012,1,26,NA,1
2012,1,28,NA,1
2012,1,30,NA,1
2012,1,31,976,1
2012,1,32,NA,1
2012,1,39,NA,2
2012,1,43,65,1
2012,1,43,NA,1
2012,1,44,NA,1
2012,1,46,NA,1
2012,1,50,NA,1
2012,1,51,NA,2
2012,1,52,NA,2
2012,1,53,NA,3
2012,1,55,NA,2
2012,1,57,NA,1
2012,1,58,NA,1
2012,1,59,30,1
2012,1,62,976,1
2012,1,62,NA,2
2012,1,64,NA,4
2012,1,66,13,1
2012,1,66,29,1
2012,1,67,NA,2
2012,1,68,01,1
2012,1,68,NA,3
2012,1,69,NA,2
2012,1,70,NA,1
2012,1,71,NA,1
2012,1,72,973,1
2012,1,72,NA,5
2012,1,73,976,1
2012,1,73,NA,3
2012,1,74,NA,3
2012,1,75,65,1
2012,1,75,72,1
2012,1,75,NA,1
2012,1,76,NA,1
2012,1,77,NA,2
2012,1,78,NA,2
2012,1,79,01,1
2012,1,79,NA,2
2012,1,80,NA,1
2012,1,81,33,1
2012,1,82,NA,1
2012,1,83,NA,1
2012,1,84,NA,1
2012,1,85,30,1
2012,1,85,NA,1
2012,1,86,22,1
2012,1,86,NA,1
2012,1,87,83,1
2012,1,88,NA,1
2012,1,89,95,1
2012,1,90,NA,2
2012,1,91,NA,1
2012,1,92,NA,1
2012,1,93,NA,1
2012,1,97,NA,1
2012,2,0,NA,2
2012,2,1,972,1
2012,2,1,NA,1
2012,2,12,NA,1
2012,2,19,NA,1
2012,2,22,NA,1
2012,2,29,NA,1
2012,2,30,NA,1
2012,2,38,NA,1
2012,2,40,NA,1
2012,2,41,NA,1
2012,2,42,NA,1
2012,2,44,NA,1
2012,2,45,NA,1
2012,2,47,NA,2
2012,2,51,NA,1
2012,2,54,NA,2
2012,2,57,NA,1
2012,2,58,06,1
2012,2,59,NA,1
2012,2,60,NA,1
2012,2,61,NA,2
2012,2,62,94,1
2012,2,63,NA,1
2012,2,65,33,1
2012,2,68,NA,1
2012,2,69,NA,1
2012,2,70,NA,1
2012,2,71,NA,1
2012,2,73,NA,2
2012,2,74,NA,2
2012,2,76,NA,2
2012,2,77,51,1
2012,2,77,NA,1
2012,2,78,NA,1
2012,2,80,NA,1
2012,2,82,27,1
2012,2,82,NA,1
2012,2,83,NA,2
2012,2,84,92,1
2012,2,84,NA,1
2012,2,86,NA,3
2012,2,87,2B,1
2012,2,87,NA,2
2012,2,89,NA,2
2012,2,91,47,1
2012,2,91,NA,2
2012,2,92,NA,1
2012,2,93,38,1
2012,2,93,NA,1
2012,2,94,NA,1
2012,2,95,NA,1
2012,2,97,37,1
2013,1,0,973,1
2013,1,21,NA,1
2013,1,23,NA,1
2013,1,26,NA,1
2013,1,30,NA,2
2013,1,33,NA,1
2013,1,40,NA,1
2013,1,42,NA,3
2013,1,44,NA,1
2013,1,48,57,1
2013,1,48,NA,2
2013,1,49,NA,1
2013,1,51,NA,1
2013,1,52,NA,2
2013,1,54,2B,1
2013,1,54,NA,1
2013,1,55,NA,2
2013,1,56,NA,1
2013,1,57,NA,1
2013,1,59,94,1
2013,1,59,NA,2
2013,1,61,75,1
2013,1,61,NA,1
2013,1,63,NA,4
2013,1,64,NA,4
2013,1,65,NA,2
2013,1,66,NA,3
2013,1,68,46,1
2013,1,68,NA,2
2013,1,70,NA,3
2013,1,71,NA,2
2013,1,72,NA,3
2013,1,73,976,1
2013,1,73,NA,1
2013,1,74,NA,2
2013,1,75,NA,1
2013,1,76,17,1
2013,1,76,91,1
2013,1,76,NA,1
2013,1,77,NA,4
2013,1,79,NA,3
2013,1,80,NA,1
2013,1,81,NA,1
2013,1,82,26,1
2013,1,82,68,1
2013,1,82,NA,2
2013,1,83,NA,2
2013,1,84,NA,4
2013,1,85,NA,3
2013,1,86,NA,2
2013,1,87,NA,2
2013,1,88,34,1
2013,1,88,94,1
2013,1,88,NA,2
2013,1,89,71,1
2013,1,91,NA,1
2013,1,92,89,1
2013,1,92,NA,1
2013,1,93,NA,1
2013,1,94,17,1
2013,1,96,NA,1
2013,1,98,NA,1
2013,1,100,67,2
2013,2,0,34,1
2013,2,0,NA,4
2013,2,3,NA,1
2013,2,7,38,1
2013,2,23,NA,1
2013,2,24,NA,2
2013,2,25,NA,1
2013,2,26,NA,1
2013,2,28,NA,1
2013,2,36,NA,1
2013,2,40,NA,1
2013,2,42,NA,1
2013,2,47,NA,2
2013,2,54,NA,1
2013,2,55,NA,1
2013,2,56,NA,2
2013,2,61,NA,1
2013,2,63,NA,1
2013,2,65,NA,1
2013,2,66,NA,1
2013,2,67,NA,2
2013,2,68,18,1
2013,2,70,NA,1
2013,2,72,NA,1
2013,2,73,NA,2
2013,2,74,NA,1
2013,2,76,NA,4
2013,2,77,NA,1
2013,2,81,42,1
2013,2,81,NA,2
2013,2,82,91,1
2013,2,83,66,1
2013,2,83,NA,1
2013,2,85,NA,4
2013,2,86,69,1
2013,2,86,NA,2
2013,2,87,80,1
2013,2,88,89,1
2013,2,88,NA,1
2013,2,89,40,1
2013,2,89,81,1
2013,2,89,NA,1
2013,2,90,NA,1
2013,2,91,971,1
2013,2,93,09,1
2013,2,93,93,1
2013,2,96,NA,1
2013,2,97,89,1
2013,2,106,NA,1
2014,1,0,77,1
2014,1,0,NA,5
2014,1,11,NA,1
2014,1,19,NA,1
2014,1,21,NA,1
2014,1,23,NA,1
2014,1,28,NA,1
2014,1,29,11,1
2014,1,34,NA,2
2014,1,35,NA,1
2014,1,36,NA,2
2014,1,37,NA,1
2014,1,38,NA,2
2014,1,40,34,1
2014,1,40,974,1
2014,1,40,NA,1
2014,1,41,NA,1
2014,1,42,NA,2
2014,1,44,NA,1
2014,1,46,NA,3
2014,1,47,NA,1
2014,1,49,80,1
2014,1,49,NA,1
2014,1,51,14,1
2014,1,51,NA,1
2014,1,52,NA,1
2014,1,53,42,1
2014,1,53,NA,2
2014,1,54,NA,2
2014,1,55,NA,4
2014,1,56,NA,1
2014,1,57,NA,3
2014,1,58,03,1
2014,1,58,73,1
2014,1,58,NA,1
2014,1,59,89,1
2014,1,59,NA,5
2014,1,60,33,1
2014,1,60,NA,2
2014,1,61,NA,2
2014,1,62,18,1
2014,1,62,976,1
2014,1,62,NA,4
2014,1,64,62,1
2014,1,64,NA,4
2014,1,65,NA,2
2014,1,66,NA,3
2014,1,67,NA,4
2014,1,68,80,1
2014,1,68,NA,1
2014,1,69,NA,1
2014,1,70,13,1
2014,1,70,41,1
2014,1,70,NA,3
2014,1,71,44,1
2014,1,71,NA,1
2014,1,72,NA,3
2014,1,73,31,1
2014,1,73,62,1
2014,1,73,NA,2
2014,1,74,NA,3
2014,1,75,65,1
2014,1,75,NA,5
2014,1,76,09,1
2014,1,76,NA,2
2014,1,77,NA,2
2014,1,78,89,1
2014,1,78,NA,4
2014,1,79,NA,1
2014,1,80,32,1
2014,1,80,NA,2
2014,1,82,NA,1
2014,1,83,62,1
2014,1,83,78,1
2014,1,83,NA,1
2014,1,84,62,1
2014,1,84,NA,1
2014,1,85,10,1
2014,1,85,NA,2
2014,1,86,84,1
2014,1,86,NA,2
2014,1,87,09,1
2014,1,87,27,1
2014,1,87,65,1
2014,1,87,NA,1
2014,1,88,31,1
2014,1,88,34,1
2014,1,88,59,1
2014,1,88,94,1
2014,1,88,NA,3
2014,1,89,16,1
2014,1,89,NA,1
2014,1,90,19,1
2014,1,90,31,2
2014,1,90,33,1
2014,1,90,94,1
2014,1,91,09,1
2014,1,91,19,1
2014,1,91,21,1
2014,1,91,80,1
2014,1,91,NA,2
2014,1,92,78,1
2014,1,92,NA,1
2014,1,93,13,1
2014,1,93,65,1
2014,1,93,NA,2
2014,1,94,89,1
2014,1,95,14,1
2014,1,98,39,1
2014,1,101,NA,1
2014,2,0,33,1
2014,2,6,NA,1
2014,2,23,NA,1
2014,2,27,NA,1
2014,2,28,NA,1
2014,2,29,NA,1
2014,2,36,NA,2
2014,2,40,NA,3
2014,2,42,NA,1
2014,2,44,65,1
2014,2,44,NA,1
2014,2,45,NA,1
2014,2,46,17,1
2014,2,46,34,1
2014,2,46,972,1
2014,2,47,NA,1
2014,2,48,NA,1
2014,2,49,10,1
2014,2,49,NA,1
2014,2,50,NA,1
2014,2,51,31,1
2014,2,51,NA,1
2014,2,53,NA,1
2014,2,54,NA,2
2014,2,56,78,1
2014,2,57,NA,2
2014,2,59,NA,1
2014,2,60,NA,2
2014,2,61,NA,3
2014,2,62,NA,1
2014,2,63,NA,1
2014,2,64,NA,2
2014,2,65,NA,2
2014,2,66,NA,2
2014,2,68,03,1
2014,2,68,976,1
2014,2,68,NA,2
2014,2,69,NA,1
2014,2,70,NA,1
2014,2,71,NA,3
2014,2,72,76,1
2014,2,72,NA,2
2014,2,73,77,1
2014,2,73,NA,1
2014,2,74,NA,1
2014,2,75,NA,1
2014,2,76,65,1
2014,2,76,NA,1
2014,2,77,65,1
2014,2,77,NA,1
2014,2,78,17,1
2014,2,78,59,1
2014,2,78,NA,1
2014,2,79,NA,1
2014,2,80,02,1
2014,2,80,NA,2
2014,2,81,27,1
2014,2,82,62,1
2014,2,82,NA,4
2014,2,83,32,1
2014,2,83,NA,2
2014,2,84,80,1
2014,2,84,NA,1
2014,2,85,NA,1
2014,2,86,21,1
2014,2,86,NA,6
2014,2,87,31,1
2014,2,87,65,1
2014,2,87,69,1
2014,2,87,NA,1
2014,2,88,NA,4
2014,2,89,NA,1
2014,2,90,12,1
2014,2,90,17,1
2014,2,90,NA,3
2014,2,91,76,1
2014,2,91,NA,3
2014,2,92,09,1
2014,2,93,86,1
2014,2,93,NA,2
2014,2,94,38,1
2014,2,94,50,1
2014,2,94,63,1
2014,2,94,65,2
2014,2,94,92,1
2014,2,94,NA,1
2014,2,95,62,1
2014,2,95,973,1
2014,2,95,NA,1
2014,2,96,NA,1
2014,2,97,70,1
2014,2,97,NA,1
2014,2,98,17,1
2014,2,99,65,1
2014,2,103,32,1
2014,2,103,NA,1
2014,2,105,23,1
2015,1,0,25,1
2015,1,0,971,1
2015,1,0,NA,5
2015,1,1,NA,1
2015,1,3,NA,1
2015,1,15,44,1
2015,1,18,NA,1
2015,1,19,NA,3
2015,1,22,NA,1
2015,1,24,60,1
2015,1,24,NA,1
2015,1,25,NA,1
2015,1,26,NA,2
2015,1,27,NA,1
2015,1,30,NA,1
2015,1,32,NA,2
2015,1,35,NA,1
2015,1,36,NA,2
2015,1,37,16,1
2015,1,37,NA,1
2015,1,38,NA,2
2015,1,40,10,1
2015,1,41,NA,1
2015,1,42,NA,1
2015,1,43,NA,3
2015,1,44,NA,2
2015,1,45,NA,1
2015,1,47,NA,3
2015,1,48,94,1
2015,1,48,NA,4
2015,1,49,NA,1
2015,1,50,91,1
2015,1,51,NA,1
2015,1,52,NA,5
2015,1,53,14,2
2015,1,53,76,1
2015,1,53,NA,2
2015,1,54,NA,2
2015,1,55,NA,2
2015,1,56,62,1
2015,1,56,NA,2
2015,1,57,27,1
2015,1,57,NA,4
2015,1,58,17,1
2015,1,58,NA,1
2015,1,59,NA,2
2015,1,60,08,1
2015,1,60,74,1
2015,1,60,NA,3
2015,1,61,NA,3
2015,1,62,NA,4
2015,1,63,NA,1
2015,1,64,49,1
2015,1,64,NA,3
2015,1,65,13,1
2015,1,65,2B,1
2015,1,65,94,1
2015,1,65,NA,3
2015,1,66,NA,5
2015,1,67,NA,2
2015,1,68,88,1
2015,1,68,NA,8
2015,1,69,NA,4
2015,1,70,NA,2
2015,1,71,NA,1
2015,1,72,NA,5
2015,1,74,NA,3
2015,1,75,NA,3
2015,1,76,NA,4
2015,1,77,13,1
2015,1,77,59,1
2015,1,77,61,1
2015,1,77,NA,4
2015,1,78,NA,5
2015,1,79,NA,3
2015,1,80,33,1
2015,1,80,62,1
2015,1,80,NA,4
2015,1,81,51,1
2015,1,81,NA,7
2015,1,82,42,1
2015,1,82,62,1
2015,1,82,NA,4
2015,1,83,NA,3
2015,1,84,NA,2
2015,1,85,62,1
2015,1,86,08,1
2015,1,86,69,1
2015,1,86,NA,1
2015,1,87,66,1
2015,1,87,NA,2
2015,1,88,28,1
2015,1,88,80,1
2015,1,88,NA,2
2015,1,89,60,1
2015,1,89,NA,1
2015,1,90,09,1
2015,1,90,39,1
2015,1,90,67,1
2015,1,90,NA,2
2015,1,91,19,1
2015,1,91,47,1
2015,1,91,NA,1
2015,1,93,31,1
2015,1,93,74,1
2015,1,93,NA,2
2015,1,94,14,1
2015,1,94,91,1
2015,1,94,NA,3
2015,1,95,NA,1
2015,1,97,07,1
2015,2,0,973,1
2015,2,0,NA,5
2015,2,2,NA,1
2015,2,4,NA,1
2015,2,19,NA,1
2015,2,24,NA,1
2015,2,26,NA,1
2015,2,27,NA,1
2015,2,28,NA,1
2015,2,31,NA,1
2015,2,37,NA,1
2015,2,41,NA,1
2015,2,42,NA,1
2015,2,44,NA,1
2015,2,45,NA,2
2015,2,46,NA,1
2015,2,49,13,1
2015,2,49,NA,1
2015,2,50,973,1
2015,2,50,NA,2
2015,2,51,NA,1
2015,2,52,NA,1
2015,2,53,NA,1
2015,2,54,17,1
2015,2,54,NA,1
2015,2,55,NA,1
2015,2,56,NA,1
2015,2,57,21,1
2015,2,57,NA,2
2015,2,58,NA,2
2015,2,59,NA,1
2015,2,61,NA,1
2015,2,62,NA,2
2015,2,64,NA,2
2015,2,65,05,1
2015,2,65,NA,1
2015,2,66,NA,2
2015,2,67,34,1
2015,2,67,NA,2
2015,2,68,NA,3
2015,2,69,NA,1
2015,2,71,NA,4
2015,2,72,62,1
2015,2,72,974,1
2015,2,72,NA,2
2015,2,73,59,1
2015,2,73,NA,3
2015,2,74,NA,1
2015,2,75,NA,1
2015,2,76,NA,4
2015,2,77,NA,3
2015,2,78,974,1
2015,2,79,NA,3
2015,2,80,33,1
2015,2,80,NA,2
2015,2,81,NA,1
2015,2,82,66,1
2015,2,82,NA,2
2015,2,84,NA,5
2015,2,85,39,1
2015,2,85,NA,2
2015,2,86,49,1
2015,2,86,NA,1
2015,2,87,37,1
2015,2,87,45,1
2015,2,87,NA,1
2015,2,88,,1
2015,2,88,62,1
2015,2,88,NA,4
2015,2,89,23,1
2015,2,89,NA,1
2015,2,90,54,1
2015,2,90,65,1
2015,2,90,92,1
2015,2,90,NA,3
2015,2,91,04,1
2015,2,91,NA,2
2015,2,92,89,1
2015,2,92,NA,4
2015,2,93,80,1
2015,2,93,NA,3
2015,2,94,64,1
2015,2,94,77,1
2015,2,95,NA,4
2015,2,96,44,1
2015,2,99,62,1
2015,2,100,79,1
2015,2,101,23,1
2015,2,101,86,1
2015,2,104,NA,1
2015,2,NA,973,1
2016,1,0,11,1
2016,1,0,25,1
2016,1,0,68,1
2016,1,0,80,1
2016,1,0,973,1
2016,1,0,NA,7
2016,1,1,NA,1
2016,1,2,NA,1
2016,1,5,NA,1
2016,1,7,NA,1
2016,1,10,NA,2
2016,1,15,NA,1
2016,1,16,NA,1
2016,1,18,06,1
2016,1,19,NA,1
2016,1,20,973,1
2016,1,20,NA,1
2016,1,23,NA,1
2016,1,24,37,1
2016,1,24,74,1
2016,1,26,85,1
2016,1,26,973,1
2016,1,26,976,1
2016,1,28,NA,2
2016,1,29,NA,3
2016,1,30,NA,1
2016,1,31,83,1
2016,1,31,NA,1
2016,1,32,56,1
2016,1,32,NA,2
2016,1,35,NA,1
2016,1,36,23,1
2016,1,36,972,1
2016,1,36,NA,2
2016,1,38,976,1
2016,1,38,NA,2
2016,1,39,NA,1
2016,1,40,NA,1
2016,1,41,NA,2
2016,1,42,NA,6
2016,1,43,45,1
2016,1,43,NA,1
2016,1,44,976,1
2016,1,45,06,1
2016,1,45,NA,1
2016,1,46,NA,2
2016,1,47,NA,2
2016,1,48,NA,2
2016,1,49,NA,2
2016,1,50,NA,2
2016,1,52,NA,1
2016,1,53,NA,1
2016,1,54,NA,4
2016,1,55,46,1
2016,1,55,77,1
2016,1,55,976,1
2016,1,55,NA,6
2016,1,56,NA,6
2016,1,57,55,1
2016,1,57,75,1
2016,1,57,NA,4
2016,1,58,34,1
2016,1,58,79,1
2016,1,58,NA,5
2016,1,59,NA,5
2016,1,60,45,1
2016,1,60,75,1
2016,1,60,NA,5
2016,1,61,75,1
2016,1,61,NA,6
2016,1,62,NA,7
2016,1,63,NA,6
2016,1,64,75,2
2016,1,64,NA,6
2016,1,65,976,1
2016,1,65,NA,4
2016,1,66,60,2
2016,1,66,94,1
2016,1,66,976,2
2016,1,66,NA,4
2016,1,67,75,1
2016,1,67,95,1
2016,1,67,972,1
2016,1,67,NA,6
2016,1,68,93,1
2016,1,68,NA,7
2016,1,69,81,1
2016,1,69,89,1
2016,1,69,972,1
2016,1,69,NA,3
2016,1,70,13,1
2016,1,70,34,1
2016,1,70,NA,8
2016,1,71,39,1
2016,1,71,60,1
2016,1,71,62,1
2016,1,71,75,1
2016,1,71,NA,8
2016,1,72,32,1
2016,1,72,49,1
2016,1,72,60,1
2016,1,72,NA,5
2016,1,73,31,1
2016,1,73,50,1
2016,1,73,75,1
2016,1,73,NA,6
2016,1,74,57,1
2016,1,74,NA,4
2016,1,75,92,1
2016,1,75,NA,6
2016,1,76,82,1
2016,1,76,94,1
2016,1,76,NA,3
2016,1,77,62,1
2016,1,77,91,1
2016,1,77,NA,9
2016,1,78,NA,5
2016,1,79,06,1
2016,1,79,NA,10
2016,1,80,75,1
2016,1,81,NA,6
2016,1,82,31,1
2016,1,82,49,1
2016,1,82,59,1
2016,1,82,68,1
2016,1,82,83,1
2016,1,82,NA,9
2016,1,83,31,1
2016,1,83,38,1
2016,1,83,68,1
2016,1,83,75,1
2016,1,83,NA,7
2016,1,84,02,1
2016,1,84,06,1
2016,1,84,62,1
2016,1,84,95,1
2016,1,84,976,1
2016,1,84,NA,6
2016,1,85,80,1
2016,1,85,NA,7
2016,1,86,45,1
2016,1,86,62,1
2016,1,86,976,1
2016,1,86,NA,5
2016,1,87,18,1
2016,1,87,NA,2
2016,1,88,23,1
2016,1,88,45,1
2016,1,88,52,1
2016,1,88,NA,5
2016,1,89,17,1
2016,1,89,NA,2
2016,1,90,38,1
2016,1,90,62,1
2016,1,90,NA,2
2016,1,91,03,1
2016,1,91,13,1
2016,1,91,37,1
2016,1,91,69,1
2016,1,91,85,1
2016,1,91,NA,1
2016,1,92,NA,1
2016,1,93,19,1
2016,1,93,31,1
2016,1,93,38,1
2016,1,94,06,1
2016,1,94,09,1
2016,1,94,13,1
2016,1,94,30,1
2016,1,94,59,1
2016,1,94,NA,1
2016,1,95,NA,1
2016,1,96,NA,1
2016,1,97,33,1
2016,1,98,69,1
2016,1,98,91,1
2016,1,98,NA,1
2016,1,102,NA,1
2016,1,104,NA,1
2016,2,0,973,1
2016,2,0,NA,8
2016,2,6,NA,1
2016,2,7,NA,1
2016,2,18,NA,1
2016,2,22,974,1
2016,2,27,07,1
2016,2,27,11,1
2016,2,28,NA,1
2016,2,32,NA,1
2016,2,33,NA,2
2016,2,34,NA,3
2016,2,37,NA,1
2016,2,38,NA,1
2016,2,40,NA,2
2016,2,41,NA,1
2016,2,43,NA,1
2016,2,47,NA,1
2016,2,48,976,1
2016,2,48,NA,1
2016,2,50,NA,2
2016,2,51,NA,1
2016,2,52,30,1
2016,2,52,976,1
2016,2,52,NA,1
2016,2,53,NA,2
2016,2,54,NA,6
2016,2,55,59,1
2016,2,55,NA,2
2016,2,56,NA,1
2016,2,58,NA,2
2016,2,59,95,1
2016,2,59,NA,1
2016,2,60,NA,3
2016,2,61,NA,2
2016,2,62,NA,2
2016,2,63,974,1
2016,2,63,NA,2
2016,2,64,NA,4
2016,2,65,NA,2
2016,2,66,31,1
2016,2,66,NA,3
2016,2,67,03,1
2016,2,67,17,1
2016,2,67,NA,2
2016,2,68,NA,5
2016,2,69,24,1
2016,2,69,NA,2
2016,2,70,45,1
2016,2,70,60,1
2016,2,71,NA,2
2016,2,72,NA,3
2016,2,73,NA,1
2016,2,74,NA,1
2016,2,75,09,1
2016,2,75,NA,6
2016,2,76,49,1
2016,2,76,92,1
2016,2,76,NA,4
2016,2,77,NA,3
2016,2,78,31,1
2016,2,78,54,1
2016,2,78,NA,5
2016,2,79,33,1
2016,2,79,NA,3
2016,2,80,17,1
2016,2,80,92,1
2016,2,80,NA,4
2016,2,81,09,1
2016,2,81,51,1
2016,2,81,87,1
2016,2,81,NA,4
2016,2,82,94,1
2016,2,82,NA,6
2016,2,83,37,1
2016,2,83,NA,2
2016,2,84,18,1
2016,2,84,31,1
2016,2,84,75,1
2016,2,84,95,1
2016,2,84,NA,2
2016,2,85,94,1
2016,2,85,NA,7
2016,2,86,06,1
2016,2,86,33,1
2016,2,86,38,1
2016,2,86,976,1
2016,2,86,NA,1
2016,2,87,13,1
2016,2,87,59,1
2016,2,87,NA,3
2016,2,88,11,1
2016,2,88,25,1
2016,2,88,26,1
2016,2,88,49,1
2016,2,88,974,1
2016,2,88,NA,5
2016,2,89,17,1
2016,2,89,31,1
2016,2,89,57,1
2016,2,89,NA,3
2016,2,90,59,1
2016,2,90,79,1
2016,2,90,NA,5
2016,2,91,13,1
2016,2,91,75,1
2016,2,91,NA,4
2016,2,92,67,1
2016,2,92,74,1
2016,2,92,75,1
2016,2,92,NA,4
2016,2,93,74,1
2016,2,93,NA,6
2016,2,94,28,1
2016,2,94,34,1
2016,2,94,75,1
2016,2,94,NA,5
2016,2,95,56,1
2016,2,95,NA,2
2016,2,96,06,1
2016,2,96,13,1
2016,2,96,37,1
2016,2,96,59,1
2016,2,96,62,2
2016,2,96,91,1
2016,2,96,NA,2
2016,2,97,31,1
2016,2,97,NA,1
2016,2,98,NA,2
2016,2,99,49,1
2016,2,99,82,1
2016,2,99,NA,1
2016,2,100,NA,1
2016,2,101,95,1
2016,2,107,NA,1
2017,1,0,02,1
2017,1,0,05,1
2017,1,0,13,3
2017,1,0,18,1
2017,1,0,27,1
2017,1,0,33,2
2017,1,0,34,1
2017,1,0,35,2
2017,1,0,39,1
2017,1,0,49,1
2017,1,0,50,2
2017,1,0,59,2
2017,1,0,63,1
2017,1,0,64,1
2017,1,0,67,1
2017,1,0,69,1
2017,1,0,73,1
2017,1,0,74,1
2017,1,0,75,3
2017,1,0,76,1
2017,1,0,78,1
2017,1,0,93,1
2017,1,0,94,1
2017,1,0,95,1
2017,1,0,971,1
2017,1,0,973,2
2017,1,0,NA,31
2017,1,1,03,1
2017,1,1,37,1
2017,1,1,974,1
2017,1,1,NA,7
2017,1,2,35,1
2017,1,2,44,1
2017,1,2,NA,4
2017,1,3,92,1
2017,1,3,NA,2
2017,1,4,28,1
2017,1,4,29,1
2017,1,4,976,1
2017,1,5,94,1
2017,1,5,974,1
2017,1,5,NA,2
2017,1,6,75,1
2017,1,6,77,1
2017,1,7,94,1
2017,1,7,NA,2
2017,1,8,62,1
2017,1,8,NA,2
2017,1,9,NA,1
2017,1,10,47,1
2017,1,11,14,1
2017,1,11,47,1
2017,1,11,66,2
2017,1,11,NA,1
2017,1,12,66,1
2017,1,14,75,1
2017,1,14,NA,1
2017,1,15,2A,1
2017,1,15,62,1
2017,1,16,30,1
2017,1,16,59,1
2017,1,16,92,1
2017,1,16,NA,2
2017,1,17,35,1
2017,1,17,38,1
2017,1,17,45,1
2017,1,17,50,1
2017,1,17,62,1
2017,1,17,77,1
2017,1,17,973,1
2017,1,17,NA,3
2017,1,18,11,1
2017,1,18,29,2
2017,1,18,62,1
2017,1,18,73,1
2017,1,18,NA,2
2017,1,19,04,1
2017,1,19,63,1
2017,1,19,972,1
2017,1,19,NA,3
2017,1,20,01,1
2017,1,20,12,1
2017,1,20,13,1
2017,1,20,17,1
2017,1,20,35,1
2017,1,20,37,1
2017,1,20,50,1
2017,1,20,83,1
2017,1,20,NA,7
2017,1,21,06,1
2017,1,21,32,1
2017,1,21,57,1
2017,1,21,75,1
2017,1,21,NA,3
2017,1,22,01,1
2017,1,22,02,1
2017,1,22,31,1
2017,1,22,43,1
2017,1,22,45,1
