id,annee,Organisme,code zas,Zas,code site,nom site,type d'implantation,Polluant,type d'influence,discriminant,Réglementaire,type d'évaluation,procédure de mesure,type de valeur,valeur,valeur brute,unité de mesure,taux de saisie,couverture temporelle,couverture de données,code qualité,validité,Latitude,Longitude
211,2014,ATMO NORMANDIE,FR21N20,BASSE-NORMANDIE-ZR,FR21040,Saint-Lô Eglise,Urbaine,PM10,Fond,B,Oui,mesures fixes,,Moy. annuelle,17.0,16.704801305209674,µg-m3,98.0,100,98.0,R,1,49.11639,-1.084722
212,2014,ATMO NORMANDIE,FR21N20,BASSE-NORMANDIE-ZR,FR21050,La Coulonche MERA,Rurale nationale,PM10,Fond,A,Oui,mesures fixes,,Moy. annuelle,14.0,14.322090069284306,µg-m3,99.0,100,99.0,R,1,48.645,-0.458333
213,2014,ATMO GRAND EST,FR01N20,LORRAINE-ZR,FR22007,Cite Bois Richard(7),Périurbaine,PM10,Industrielle,A,Oui,mesures fixes,,Moy. annuelle,15.0,14.693034055727578,µg-m3,87.0,34,29.0,N,-1,49.166000000000004,6.734
214,2014,ATMO GRAND EST,FR01N20,LORRAINE-ZR,FR22009,Ecole de Carling(9),Périurbaine,PM10,Industrielle,A,Oui,mesures indicatives,,Moy. annuelle,16.0,15.71341318785594,µg-m3,96.0,100,96.0,R,1,49.165726,6.716886
240,2014,ATMO SUD,FR24A01,PROVENCE-ALPES-COTE-D-AZUR-NICE,FR24035,NICE PROMENADE,Urbaine,PM10,Trafic,1,Oui,mesures fixes,,Moy. annuelle,30.0,30.068542853819338,µg-m3,98.0,100,98.0,R,1,43.689291,7.242074000000001
206,2014,ATMO NORMANDIE,FR21N10,BASSE-NORMANDIE-ZUR,FR21016,Caen Vaucelles,Urbaine,PM10,Trafic,B,Oui,mesures fixes,,Moy. annuelle,22.0,21.731771730393557,µg-m3,99.0,100,99.0,R,1,49.175278000000006,-0.353611
204,2014,ATMO AUVERGNE-RHÔNE-ALPES,FR20A01,RHONE-ALPES-LYON,FR20069,Lyon Périphérique,Urbaine,PM10,Trafic,1,Oui,mesures fixes,,Moy. annuelle,32.0,31.500729927007068,µg-m3,93.0,10,9.0,N,-1,45.77482,4.898572
216,2014,ATMO GRAND EST,FR30N10,LORRAINE-ZUR,FR22019,SCHOENECK (19),Périurbaine,PM10,Fond,A,Oui,mesures fixes,,Moy. annuelle,25.0,25.212548169555102,µg-m3,95.0,100,95.0,R,1,49.220364000000004,6.925833
217,2014,ATMO GRAND EST,FR01N20,LORRAINE-ZR,FR22022,SARREGUEMINES,Urbaine,PM10,Fond,B,Oui,mesures fixes,,Moy. annuelle,14.0,14.10230363926002,µg-m3,94.0,99,93.0,R,1,49.118342999999996,7.083539
220,2014,AIR PAYS DE LA LOIRE,FR23A01,PAYS DE LA LOIRE-NANTES,FR23070,S ETIENNE DE MONTLUC,Périurbaine,PM10,Industrielle,2,Oui,mesures fixes,,Moy. annuelle,16.0,16.398599603221506,µg-m3,99.0,99,98.0,R,1,47.28318,-1.783164
221,2014,AIR PAYS DE LA LOIRE,FR23N10,PAYS DE LA LOIRE-ZUR,FR23078,SAINT EXUPERY,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,18.0,18.154834254143548,µg-m3,99.0,100,99.0,R,1,47.054443,-0.8861110000000001
222,2014,AIR PAYS DE LA LOIRE,FR23A01,PAYS DE LA LOIRE-NANTES,FR23107,LA CHAUVINIERE,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,17.0,17.4432213930355,µg-m3,95.0,96,92.0,R,1,47.252777,-1.573333
223,2014,AIR PAYS DE LA LOIRE,FR23A01,PAYS DE LA LOIRE-NANTES,FR23110,LEON BLUM,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,17.0,17.224711343888025,µg-m3,97.0,99,96.0,R,1,47.26412,-2.249858
224,2014,AIR PAYS DE LA LOIRE,FR23N10,PAYS DE LA LOIRE-ZUR,FR23120,BEAUX ARTS,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,19.0,18.534608675427254,µg-m3,99.0,99,98.0,R,1,47.468513,-0.556053
225,2014,AIR PAYS DE LA LOIRE,FR23N10,PAYS DE LA LOIRE-ZUR,FR23123,MAZAGRAN,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,14.0,14.151350059738148,µg-m3,96.0,100,96.0,R,1,48.06943,-0.767692
226,2014,AIR PAYS DE LA LOIRE,FR23N20,PAYS DE LA LOIRE-ZR,FR23124,LA TARDIERE,Rurale nationale,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,14.0,13.922507055504301,µg-m3,98.0,99,97.0,R,1,46.656684999999996,-0.743681
227,2014,AIR PAYS DE LA LOIRE,FR23A01,PAYS DE LA LOIRE-NANTES,FR23140,VICTOR HUGO,Urbaine,PM10,Trafic,1,Oui,mesures fixes,,Moy. annuelle,23.0,22.886666666665572,µg-m3,98.0,100,97.0,R,1,47.204356,-1.552914
228,2014,AIR PAYS DE LA LOIRE,FR23N10,PAYS DE LA LOIRE-ZUR,FR23152,DELACROIX,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,20.0,20.088338021565267,µg-m3,98.0,99,97.0,R,1,46.6607,-1.436831
229,2014,AIR PAYS DE LA LOIRE,FR23N20,PAYS DE LA LOIRE-ZR,FR23177,SAINT-DENIS D'ANJOU,Rurale régionale,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,16.0,16.228942705257694,µg-m3,97.0,99,97.0,R,1,47.787729999999996,-0.44404399999999994
230,2014,AIR PAYS DE LA LOIRE,FR23A01,PAYS DE LA LOIRE-NANTES,FR23178,PARSCAU DU PLESSIS,Périurbaine,PM10,Industrielle,1,Oui,mesures fixes,,Moy. annuelle,17.0,16.96427988338235,µg-m3,98.0,99,98.0,R,1,47.319157000000004,-2.066953
231,2014,AIR PAYS DE LA LOIRE,FR23N10,PAYS DE LA LOIRE-ZUR,FR23182,SOURCES,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,17.0,16.898799253905782,µg-m3,98.0,99,98.0,R,1,47.971066,0.22142199999999998
232,2014,AIR PAYS DE LA LOIRE,FR23A01,PAYS DE LA LOIRE-NANTES,FR23188,CIM BOUTEILLERIE,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,17.0,17.01113974464149,µg-m3,98.0,99,97.0,R,1,47.2225,-1.5375
233,2014,ATMO SUD,FR24A01,PROVENCE-ALPES-COTE-D-AZUR-NICE,FR24007,ANTIBES JEAN MOULIN,Périurbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,26.0,25.641225165562638,µg-m3,97.0,14,14.0,N,-1,43.598803000000004,7.093153
234,2014,ATMO SUD,FR24A01,PROVENCE-ALPES-COTE-D-AZUR-NICE,FR24009,CANNES BROUSSAILLES,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,22.0,21.938592262262716,µg-m3,95.0,100,95.0,R,1,43.558389,7.0059190000000005
235,2014,ATMO SUD,FR03N20,PROVENCE-ALPES-COTE-D-AZUR-ZR,FR24018,MANOSQUE,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,18.0,18.459977324263054,µg-m3,95.0,96,91.0,R,1,43.835784000000004,5.786131
236,2014,ATMO SUD,FR24A01,PROVENCE-ALPES-COTE-D-AZUR-NICE,FR24020,CAGNES LADOUMEGUE,Urbaine,PM10,Fond,5,Oui,mesures fixes,,Moy. annuelle,23.0,22.99595375722425,µg-m3,95.0,100,95.0,R,1,43.658335,7.157846000000001
237,2014,ATMO SUD,FR24A01,PROVENCE-ALPES-COTE-D-AZUR-NICE,FR24021,PEILLON,Périurbaine,PM10,Industrielle,2,Oui,mesures fixes,,Moy. annuelle,27.0,26.557374370147468,µg-m3,85.0,98,84.0,N,-1,43.786583,7.373283
238,2014,ATMO SUD,FR24A01,PROVENCE-ALPES-COTE-D-AZUR-NICE,FR24023,CONTES 2,Périurbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,28.0,28.31879152563447,µg-m3,91.0,100,91.0,R,1,43.788748,7.332382000000001
239,2014,ATMO SUD,FR03N20,PROVENCE-ALPES-COTE-D-AZUR-ZR,FR24033,GAP COMMANDERIE,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,18.0,17.864727977705133,µg-m3,95.0,99,94.0,R,1,44.555193,6.073015
218,2014,ATMO GRAND EST,FR30N10,LORRAINE-ZUR,FR22054,Station de FORBACH,Urbaine,PM10,Fond,F,Oui,mesures fixes,,Moy. annuelle,24.0,24.455161713806795,µg-m3,96.0,100,96.0,R,1,49.18742,6.910867
241,2014,ATMO SUD,FR24A01,PROVENCE-ALPES-COTE-D-AZUR-NICE,FR24036,NICE ARSON,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,27.0,27.37857402691834,µg-m3,98.0,96,94.0,R,1,43.702075,7.286256
219,2014,AIR PAYS DE LA LOIRE,FR23N20,PAYS DE LA LOIRE-ZR,FR23068,FROSSAY,Rurale près des villes,PM10,Industrielle,3,Oui,mesures fixes,,Moy. annuelle,16.0,15.533337309161382,µg-m3,97.0,99,96.0,R,1,47.24747,-1.9366189999999999
242,2014,ATMO SUD,FR03N20,PROVENCE-ALPES-COTE-D-AZUR-ZR,FR24038,GAP JEAN JAURES,Urbaine,PM10,Trafic,2,Oui,mesures fixes,,Moy. annuelle,23.0,23.10734346817813,µg-m3,89.0,100,89.0,R,1,44.548646999999995,6.067237
268,2014,ATMO HAUTS DE FRANCE,FR06A01,NORD-PAS-DE-CALAIS-DOUAI-BETHUNE-VALENCIENNES,FR28033,Noeux-les-Mines,Périurbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,20.0,19.930648148148148,µg-m3,90.0,27,25.0,N,-1,50.48972,2.66642
246,2014,ATMO NORMANDIE,FR25A01,HAUTE-NORMANDIE-ROUEN,FR25037,Rouen Le Conquerant,Urbaine,PM10,Trafic,B,Oui,mesures fixes,,Moy. annuelle,24.0,24.442947976877022,µg-m3,99.0,100,99.0,R,1,49.441463,1.0826559999999998
247,2014,ATMO NORMANDIE,FR25N10,HAUTE-NORMANDIE-ZUR,FR25039,Evreux Centre,Urbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,18.0,18.292308635917802,µg-m3,93.0,100,93.0,R,1,49.02134,1.148319
248,2014,ATMO NORMANDIE,FR25N20,HAUTE-NORMANDIE-ZR,FR25045,Phare d Ailly,Rurale près des villes,PM10,Fond,B,Oui,mesures fixes,,Moy. annuelle,15.0,15.22153953164953,µg-m3,98.0,100,98.0,R,1,49.916363,0.9571780000000001
249,2014,ATMO NORMANDIE,FR25A01,HAUTE-NORMANDIE-ROUEN,FR25048,Petit Quevilly,Urbaine,PM10,Fond,B,Oui,mesures fixes,,Moy. annuelle,22.0,21.60662438336755,µg-m3,97.0,100,97.0,R,1,49.42815,1.058025
250,2014,ATMO NORMANDIE,FR25N20,HAUTE-NORMANDIE-ZR,FR25049,Base loisirs Poses,Rurale près des villes,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,16.0,16.409578960068398,µg-m3,95.0,99,95.0,R,1,49.30487,1.214367
251,2014,ATMO NORMANDIE,FR25N20,HAUTE-NORMANDIE-ZR,FR25051,Dieppe prox-auto,Urbaine,PM10,Trafic,4,Oui,mesures fixes,,Moy. annuelle,26.0,25.514239248281985,µg-m3,95.0,100,95.0,R,1,49.918007,1.073972
252,2014,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N10,BOURGOGNE-ZUR,FR26001,Station PASTEUR,Urbaine,PM10,Trafic,B,Oui,mesures fixes,,Moy. annuelle,12.0,11.664062499999995,µg-m3,89.0,2,1.0,N,-1,47.31861,5.041389
254,2014,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N10,BOURGOGNE-ZUR,FR26014,Dijon Trémouille,Urbaine,PM10,Fond,B,Oui,mesures fixes,,Moy. annuelle,15.0,15.367036139014376,µg-m3,99.0,100,99.0,R,1,47.325744,5.041056
264,2014,ATMO HAUTS DE FRANCE,FR11N10,NORD-PAS-DE-CALAIS-ZUR,FR28022,St-Laurent-Blangy,Périurbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,19.0,19.39149792776795,µg-m3,97.0,99,96.0,R,1,50.308859999999996,2.807369
245,2014,ATMO NORMANDIE,FR25A01,HAUTE-NORMANDIE-ROUEN,FR25036,Espace du Palais,Urbaine,PM10,Fond,B,Oui,mesures fixes,,Moy. annuelle,19.0,19.404516282386282,µg-m3,96.0,100,96.0,R,1,49.442358,1.093789
255,2014,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N20,BOURGOGNE-ZR,FR26016,Sens,Urbaine,PM10,Fond,B,Oui,mesures fixes,,Moy. annuelle,15.0,14.999262672811616,µg-m3,99.0,100,99.0,R,1,48.200435999999996,3.2773
257,2014,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N20,BOURGOGNE-ZR,FR26019,Auxerre,Urbaine,PM10,Fond,B,Oui,mesures fixes,,Moy. annuelle,15.0,15.243714527231536,µg-m3,97.0,98,95.0,R,1,47.800575,3.576189
258,2014,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N20,BOURGOGNE-ZR,FR26035,Nuits-Saint-Georges,Périurbaine,PM10,Trafic,B,Oui,mesures fixes,,Moy. annuelle,19.0,18.897219950940226,µg-m3,98.0,100,98.0,R,1,47.137231,4.950573
259,2014,ATMO AUVERGNE-RHÔNE-ALPES,FR20A01,RHONE-ALPES-LYON,FR27002,ROUSSILLON,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,23.0,23.31177697925027,µg-m3,98.0,100,98.0,R,1,45.36782,4.805147
260,2014,ATMO AUVERGNE-RHÔNE-ALPES,FR20A01,RHONE-ALPES-LYON,FR27004,Vienne Centre,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,24.0,24.16438228438109,µg-m3,99.0,99,98.0,R,1,45.52597,4.875408
261,2014,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR27007,Bourgoin-Jallieu,Urbaine,PM10,Fond,5,Oui,mesures fixes,,Moy. annuelle,16.0,16.17276290006542,µg-m3,96.0,91,87.0,R,1,45.60822,5.270872
262,2014,ATMO AUVERGNE-RHÔNE-ALPES,FR20A01,RHONE-ALPES-LYON,FR27008,A7 Nord-Isère,Périurbaine,PM10,Trafic,2,Oui,mesures fixes,,Moy. annuelle,21.0,21.171589047507087,µg-m3,98.0,100,98.0,R,1,45.35327,4.8048470000000005
263,2014,ATMO HAUTS DE FRANCE,FR06A01,NORD-PAS-DE-CALAIS-DOUAI-BETHUNE-VALENCIENNES,FR28020,Noeux S. Sports,Périurbaine,PM10,Fond,C,Oui,mesures fixes,,Moy. annuelle,13.0,13.278717201166186,µg-m3,97.0,12,12.0,N,-1,50.483925,2.6613
0,2014,ATMO GRAND EST,FR01N20,LORRAINE-ZR,FR01001,Longlaville-Ecole,Périurbaine,PM10,Fond,,Oui,mesures fixes,,Moy. annuelle,16.0,16.076217339667668,µg-m3,74.0,52,38.0,N,-1,49.535004,5.804447
386,2014,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N20,FRANCHE-COMTE-ZR,FR82050,Lons-le-Saunier CV,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,22.0,21.938373983738714,µg-m3,98.0,100,98.0,R,1,46.671307,5.556806
256,2014,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N10,BOURGOGNE-ZUR,FR26017,Nevers,Urbaine,PM10,Fond,B,Oui,mesures fixes,,Moy. annuelle,13.0,13.145082538944912,µg-m3,98.0,100,98.0,R,1,46.996828,3.171092
244,2014,ATMO NORMANDIE,FR25A01,HAUTE-NORMANDIE-ROUEN,FR25035,Gd Couronne Mairie,Urbaine,PM10,Industrielle,C,Oui,mesures fixes,,Moy. annuelle,19.0,18.550074997115267,µg-m3,99.0,100,99.0,R,1,49.358215,1.007853
253,2014,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N10,BOURGOGNE-ZUR,FR26005,Dijon Péjoces,Périurbaine,PM10,Fond,A,Oui,mesures fixes,,Moy. annuelle,16.0,15.582900956993821,µg-m3,99.0,100,99.0,R,1,47.307368,5.065881
243,2014,ATMO SUD,FR03N20,PROVENCE-ALPES-COTE-D-AZUR-ZR,FR24039,Obs Haute-Provence,Rurale près des villes,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,12.0,12.07951098326376,µg-m3,94.0,93,87.0,R,1,43.933476,5.711809
269,2014,ATMO HAUTS DE FRANCE,FR06A01,NORD-PAS-DE-CALAIS-DOUAI-BETHUNE-VALENCIENNES,FR28131,Lens Stade J. Moulin,Urbaine,PM10,Fond,A,Oui,mesures fixes,,Moy. annuelle,17.0,17.18699906803352,µg-m3,98.0,100,98.0,R,1,50.4368,2.826683
270,2014,ATMO AUVERGNE-RHÔNE-ALPES,FR29A01,RHONE-ALPES-ST-ETIENNE,FR29421,COUBERTIN,Périurbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,20.0,19.834312818139377,µg-m3,99.0,100,99.0,R,1,45.46672,4.389781
271,2014,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR29423,ROANNE,Urbaine,PM10,Fond,5,Oui,mesures fixes,,Moy. annuelle,15.0,15.252383161312876,µg-m3,98.0,100,98.0,R,1,46.041109999999996,4.074656
272,2014,ATMO AUVERGNE-RHÔNE-ALPES,FR29A01,RHONE-ALPES-ST-ETIENNE,FR29424,SAINT ETIENNE SUD,Urbaine,PM10,Fond,4,Oui,mesures fixes,,Moy. annuelle,19.0,19.077476437777385,µg-m3,59.0,100,59.0,N,-1,45.42009,4.395422
273,2014,ATMO AUVERGNE-RHÔNE-ALPES,FR29A01,RHONE-ALPES-ST-ETIENNE,FR29426,SAINT-CHAMOND,Urbaine,PM10,Fond,4,Oui,mesures fixes,,Moy. annuelle,18.0,18.315257048092967,µg-m3,96.0,100,96.0,R,1,45.475327,4.515003
274,2014,ATMO AUVERGNE-RHÔNE-ALPES,FR29A01,RHONE-ALPES-ST-ETIENNE,FR29428,ST ETIENNE ROND PT,Urbaine,PM10,Trafic,2,Oui,mesures fixes,,Moy. annuelle,20.0,19.62632911392348,µg-m3,99.0,100,99.0,R,1,45.422079,4.412831
275,2014,ATMO AUVERGNE-RHÔNE-ALPES,FR29A01,RHONE-ALPES-ST-ETIENNE,FR29429,RIVE DE GIER,Périurbaine,PM10,Trafic,4,Oui,mesures fixes,,Moy. annuelle,21.0,20.969228082430412,µg-m3,98.0,100,98.0,R,1,45.533424,4.623939
276,2014,ATMO AUVERGNE-RHÔNE-ALPES,FR29A01,RHONE-ALPES-ST-ETIENNE,FR29439,LA TALAUDIERE,Périurbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,18.0,17.99140315017462,µg-m3,97.0,98,95.0,R,1,45.481777,4.429667
278,2014,ATMO GRAND EST,FR30N10,LORRAINE-ZUR,FR30019,Epinal,Urbaine,PM10,Fond,,Oui,mesures fixes,,Moy. annuelle,15.0,14.824885710936652,µg-m3,98.0,100,97.0,R,1,48.172779999999996,6.452811
266,2014,ATMO HAUTS DE FRANCE,FR06A01,NORD-PAS-DE-CALAIS-DOUAI-BETHUNE-VALENCIENNES,FR28027,Evin Stade,Périurbaine,PM10,Fond,B,Oui,mesures fixes,,Moy. annuelle,20.0,19.94826166514181,µg-m3,100.0,100,100.0,R,1,50.43464,3.02964
279,2014,ATMO GRAND EST,FR01N20,LORRAINE-ZR,FR30020,Bar Le Duc,Urbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,17.0,17.229837747554306,µg-m3,97.0,99,96.0,R,1,48.775859999999994,5.162789
280,2014,ATMO GRAND EST,FR30A02,LORRAINE-NANCY,FR30021,Fléville,Périurbaine,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,17.0,17.4527861972489,µg-m3,98.0,100,98.0,R,1,48.621502,6.194922
281,2014,ATMO GRAND EST,FR01N20,LORRAINE-ZR,FR30027,Frolois,Urbaine,PM10,Industrielle,C,Oui,mesures indicatives,,Moy. annuelle,21.0,20.74441969809388,µg-m3,92.0,100,92.0,R,1,48.565445000000004,6.1295779999999995
282,2014,ATMO GRAND EST,FR01N20,LORRAINE-ZR,FR30029,Vittel,Périurbaine,PM10,Fond,5,Oui,mesures fixes,,Moy. annuelle,18.0,17.86954044345387,µg-m3,93.0,99,92.0,R,1,48.19361,5.937222
283,2014,ATMO GRAND EST,FR30A02,LORRAINE-NANCY,FR30030,Neuves-Maisons,Urbaine,PM10,Industrielle,8,Oui,mesures fixes,,Moy. annuelle,25.0,24.523204872904536,µg-m3,97.0,100,97.0,R,1,48.614914,6.107672
284,2014,ATMO GRAND EST,FR01N20,LORRAINE-ZR,FR30032,Heming,Rurale près des villes,PM10,Industrielle,C,Oui,mesures fixes,,Moy. annuelle,22.0,21.975300823305677,µg-m3,90.0,100,90.0,R,1,48.694725,6.965275
285,2014,ATMO GRAND EST,FR01N20,LORRAINE-ZR,FR30033,Jonville en Woevre,Rurale nationale,PM10,Fond,B,Oui,mesures fixes,,Moy. annuelle,20.0,20.46279374925346,µg-m3,96.0,100,96.0,R,1,49.06583,5.785556
286,2014,ATMO GRAND EST,FR30A02,LORRAINE-NANCY,FR30034,Nancy-Charles III,Urbaine,PM10,Fond,F,Oui,mesures fixes,,Moy. annuelle,23.0,22.679048723896738,µg-m3,98.0,100,98.0,R,1,48.68817,6.190430999999999
287,2014,ATMO NOUVELLE-AQUITAINE,FR31A01,AQUITAINE-BORDEAUX,FR31001,GRAND PARC,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,20.0,20.258676869908076,µg-m3,92.0,100,92.0,R,1,44.86139,-0.579444
267,2014,ATMO HAUTS DE FRANCE,FR06A01,NORD-PAS-DE-CALAIS-DOUAI-BETHUNE-VALENCIENNES,FR28028,Bethune Stade,Urbaine,PM10,Fond,E,Oui,mesures fixes,,Moy. annuelle,21.0,20.647470636120392,µg-m3,98.0,100,98.0,R,1,50.535385,2.6356919999999997
265,2014,ATMO HAUTS DE FRANCE,FR06A01,NORD-PAS-DE-CALAIS-DOUAI-BETHUNE-VALENCIENNES,FR28023,Wingles IME,Périurbaine,PM10,Industrielle,A,Oui,mesures fixes,,Moy. annuelle,19.0,19.280887210948638,µg-m3,97.0,100,97.0,R,1,50.496506,2.86725
277,2014,ATMO AUVERGNE-RHÔNE-ALPES,FR20A01,RHONE-ALPES-LYON,FR29440,COL_OEILLON,Rurale régionale,PM10,Fond,1,Oui,mesures fixes,,Moy. annuelle,7.0,7.230903976474194,µg-m3,93.0,96,89.0,R,1,45.38958,4.615817
288,2014,ATMO NOUVELLE-AQUITAINE,FR31A01,AQUITAINE-BORDEAUX,FR31002,TALENCE,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,18.0,18.41175783076212,µg-m3,98.0,100,98.0,R,1,44.800556,-0.588056
384,2014,ATMO BOURGOGNE-FRANCHE-COMTE,FR17N10,FRANCHE-COMTE-ZUR,FR82040,Dole centre,Urbaine,PM10,Fond,2,Oui,mesures fixes,,Moy. annuelle,15.0,14.53858240623983,µg-m3,100.0,100,100.0,R,1,47.09672,5.496389
317,2014,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33202,NOVEL,Urbaine,PM10,Fond,5,Oui,mesures fixes,,Moy. annuelle,16.0,16.056560814860152,µg-m3,96.0,99,95.0,R,1,45.916942999999996,6.135555999999999
293,2014,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31013,BILLERE,Urbaine,PM10,Fond,4,Oui,mesures fixes,,Moy. annuelle,16.0,16.407437807804598,µg-m3,96.0,94,90.0,R,1,43.310833,-0.391111
294,2014,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31014,HAMEAU,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,15.0,15.34892067275904,µg-m3,92.0,94,86.0,R,1,43.307777,-0.322778
295,2014,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31016,SAINT-CROUTS,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,19.0,18.530687569435877,µg-m3,93.0,99,92.0,R,1,43.47972,-1.488056
296,2014,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31017,ANGLET,Urbaine,PM10,Trafic,3,Oui,mesures fixes,,Moy. annuelle,27.0,27.302897850758608,µg-m3,95.0,100,95.0,R,1,43.494031,-1.528765
297,2014,ATMO NOUVELLE-AQUITAINE,FR31N20,AQUITAINE-ZR,FR31021,LABASTIDE CEZERACQ,Rurale régionale,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,18.0,17.515913179038392,µg-m3,95.0,100,95.0,R,1,43.376276000000004,-0.538192
298,2014,ATMO NOUVELLE-AQUITAINE,FR31N20,AQUITAINE-ZR,FR31026,TARTAS Pelletrin,Périurbaine,PM10,Industrielle,SPO,Oui,mesures fixes,,Moy. annuelle,20.0,19.749866835764347,µg-m3,92.0,98,90.0,R,1,43.838333,-0.810833
299,2014,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31032,AGEN,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,15.0,15.40077919101678,µg-m3,100.0,100,100.0,R,1,44.192223,0.623889
300,2014,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31033,PERIGUEUX,Urbaine,PM10,Fond,3,Oui,mesures fixes,,Moy. annuelle,16.0,15.650291987853427,µg-m3,98.0,100,98.0,R,1,45.18972,0.727222
302,2014,ATMO NOUVELLE-AQUITAINE,FR31N10,AQUITAINE-ZUR,FR31039,PAU TOURASSE,Urbaine,PM10,Trafic,SPO,Oui,mesures fixes,,Moy. annuelle,22.0,21.765960591132284,µg-m3,96.0,96,93.0,R,1,43.31109,-0.352119
194,2014,ATMO AUVERGNE-RHÔNE-ALPES,FR20A01,RHONE-ALPES-LYON,FR20019,GRANDCLEMENT,Urbaine,PM10,Trafic,4,Oui,mesures fixes,,Moy. annuelle,22.0,22.085744283714533,µg-m3,98.0,100,98.0,R,1,45.758359999999996,4.886214
312,2014,ATMO AUVERGNE-RHÔNE-ALPES,FR20N10,RHONE-ALPES-ZUR,FR33114,St Julien trafic,Périurbaine,PM10,Trafic,4,Oui,mesures fixes,,Moy. annuelle,20.0,20.03819147707536,µg-m3,99.0,100,99.0,R,1,45.251991,6.397194
304,2014,ATMO NOUVELLE-AQUITAINE,FR31N20,AQUITAINE-ZR,FR31041,MONT DE MARSAN,Urbaine,PM10,Trafic,1,Oui,mesures fixes,,Moy. annuelle,20.0,19.598642917726714,µg-m3,96.0,98,94.0,R,1,43.8961,-0.491403
305,2014,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N10,BOURGOGNE-ZUR,FR32001,Chalon Centre Ville,Urbaine,PM10,Trafic,B,Oui,mesures fixes,,Moy. annuelle,18.0,17.71320422535243,µg-m3,51.0,63,32.0,N,-1,46.782311,4.847322
306,2014,ATMO BOURGOGNE-FRANCHE-COMTE,FR26N10,BOURGOGNE-ZUR,FR32002,Champforgueil,Périurbaine,PM10,Fond,B,Oui,mesures fixes,,Moy. annuelle,13.0,12.953392671367874,µg-m3,99.0,100,99.0,R,1,46.821056,4.835083
